,User,Original Tweet
167,realbadmouth80,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
168,rogue_corq,"Прокуратура назвала авиаполк РФ, который бил ракетами по Днепру, Сергеевке и Кременчугу https://t.co/nBbLUOq7Iw #Russia #Ukraine"
169,lothar_janz,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
170,YURDOS555,@M_n_f_r_d @MaYa_Ukraine так
171,Veronik00501556,"Драм театр Мариуполя. Рашисты не только убийцы, но и ублюдки которые стараются скрыть следы своих преступлений.
Разрушение – боль – осквернение памяти людей. Все что несут воюны и их лидеры.
#спецоперация_идет_домой #ЗСУ
#Dnipro #X22 #Ukraine #War #Putin https://t.co/u1vRizCcRT"
172,ludmila1844,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
173,AnKrasnopolska,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
174,SK_Moscow,RT @dw_russian: Ввести новые санкции против Кремля на фоне ситуации в Днепре призвал премьер-министр Бельгии Ги Верхофстадт. Среди этих мер…
175,8syDDWXxrv2CyrF,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
176,KozirOleg,"RT @Dialog_UA: ""Я отозвал извинения"", - Арестович вернулся к словам о ракете в Днепре и сделал новое заявление   https://t.co/Ho399EDPaG ht…"
177,bWqiqx5aLZwt4UD,"Французский город и коммуна Сент-Женевьев-де-Буа не принял от России деньги на продление аренды мест на кладбище.
https://t.co/oTtFNwCsxV"
178,igormen19621202,"RT @Dialog_UA: ""Народ, я просто устал"", - Арестович сделал новое заявление после скандала с ракетой россиян по Днепру   https://t.co/ognFbw…"
179,AndreyMcQueen,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
180,strannik1004,"RT @War2022ua: Ещё один эшелон с обученными в Беларуси мобилизованными #ВС_РФ переброшен в направлении Луганска — Беларускі Гаюн
#ukraineco…"
181,BUgRvYoeWR5sVCl,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
182,AlternatioOrg,"Заявление Арестовича вызвало на Украине страшный скандал, советник ОП начал лихорадочно оправдываться

Как сообщалось ранее, советник Офиса президента Алексей Арестович заявил в прямом эфире, что ракета, которая обрушила подъезд многоэтажки в Днепре, бы...
https://t.co/JEKks09bXB"
